source:test_barley/clusters_cds_t3	Alexis.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	AmagiNijo.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Beiqing5.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Esterel.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Franka.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Himala2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_ECI-2-0.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_Turkey-19-24.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_XZ2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Morex_MIPS_cDNAs.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Padanggamu.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	SBCC073_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	Scarlett_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	TX9425.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Yiwuerleng.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	
4139_TR1088-c2_g1_i1.fna	1	3	3	4	3	1	4	0	1	0	4	4	4	1	3	
4141_TR2126-c0_g1_i1.fna	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	
4142_TR3096-c0_g2_i1.fna	2	2	1	5	3	1	3	1	1	1	1	1	2	1	5	
4144_TR5044-c0_g4_i1.fna	2	1	3	2	1	2	2	1	1	1	1	1	2	2	3	
4145_TR8129-c0_g2_i1.fna	2	1	1	1	1	2	1	1	2	3	2	3	2	2	3	
4147_TR10125-c0_g1_i1.fna	1	1	1	1	1	1	3	1	1	2	1	1	3	1	2	
4148_TR11723-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	1	1	4	2	2	1	
4151_TR18202-c0_g1_i1.fna	1	1	1	3	1	1	1	1	1	3	2	2	2	2	1	
4152_TR19970-c0_g1_i1.fna	1	1	2	2	3	2	1	1	1	5	1	1	4	3	2	
4153_TR22521-c0_g1_i1.fna	4	2	3	2	4	2	3	3	3	2	1	7	4	4	3	
4155_TR22664-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	
4156_TR26571-c0_g3_i1.fna	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	
4157_TR28310-c0_g1_i1.fna	2	1	2	2	2	2	2	2	1	3	2	1	1	2	1	
4160_TR31082-c2_g1_i2.fna	2	2	1	2	1	3	3	2	3	2	1	1	2	1	2	
4164_TR128-c0_g1_i1.fna	1	2	2	1	1	2	2	1	2	2	1	2	4	1	1	
4165_TR1625-c0_g1_i1.fna	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	
4166_TR3741-c0_g1_i2.fna	2	1	1	2	2	1	3	5	4	3	2	6	8	1	2	
4167_TR9836-c0_g1_i1.fna	1	1	1	1	3	2	1	1	1	2	1	3	3	1	2	
4168_TR10240-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4169_TR11610-c0_g1_i1.fna	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	
4170_TR18393-c0_g1_i1.fna	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	
4171_TR19939-c0_g2_i2.fna	5	2	2	2	3	2	2	2	2	7	2	6	10	1	2	
4172_TR22998-c0_g1_i1.fna	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	
4173_TR25872-c0_g1_i1.fna	1	2	2	1	3	2	1	1	1	1	1	2	1	2	1	
4178_TR34350-c0_g1_i1.fna	1	1	1	2	1	2	1	1	1	2	2	3	1	2	2	
4179_TR35580-c0_g1_i1.fna	1	0	2	1	0	1	0	1	1	0	0	0	2	1	1	
4180_TR253-c0_g2_i1.fna	2	3	3	2	1	1	2	0	2	2	1	0	2	2	1	
4181_TR1550-c1_g2_i1.fna	2	1	2	1	1	1	1	1	3	1	1	2	1	2	1	
4182_TR2689-c0_g1_i1.fna	2	1	2	1	2	1	1	1	2	1	1	3	2	1	1	
4183_TR3872-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	
4184_TR5579-c0_g1_i2.fna	2	1	1	2	1	1	2	1	1	2	1	3	2	2	1	
4185_TR8031-c0_g1_i1.fna	2	2	3	4	2	1	1	1	2	3	2	2	2	6	4	
4188_TR20951-c0_g2_i1.fna	1	1	1	1	1	1	3	1	3	2	1	3	2	1	3	
4189_TR23006-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	
4192_TR30721-c0_g1_i1.fna	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	
4193_TR33010-c0_g2_i1.fna	2	1	2	3	2	2	3	2	4	5	2	3	4	2	1	
4195_TR1640-c0_g1_i1.fna	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	
4196_TR1720-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	1	1	2	3	2	3	
4197_TR1720-c0_g2_i1.fna	1	1	1	3	3	1	2	6	5	1	2	2	6	2	3	
4198_TR2321-c0_g1_i1.fna	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	
4199_TR3466-c0_g1_i1.fna	2	1	2	2	1	1	1	1	1	3	1	2	2	1	1	
4200_TR6472-c0_g1_i1.fna	1	1	2	2	1	2	1	1	1	2	2	1	3	2	1	
4201_TR7181-c0_g1_i1.fna	2	2	2	1	2	1	1	2	1	3	2	2	1	2	1	
4202_TR10613-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4205_TR13049-c0_g1_i1.fna	1	3	2	3	1	0	3	1	4	3	1	2	3	2	1	
4208_TR16174-c0_g1_i1.fna	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	
4209_TR20255-c0_g2_i1.fna	3	3	2	1	2	2	3	2	1	5	1	3	4	2	3	
4210_TR20505-c0_g2_i1.fna	1	1	1	1	1	1	1	2	1	2	2	1	2	2	3	
4216_TR30311-c0_g1_i1.fna	1	1	1	2	1	2	3	1	1	2	1	1	1	1	1	
4217_TR3096-c0_g1_i4.fna	2	2	1	4	1	1	1	2	1	2	2	3	2	1	1	
4218_TR5521-c0_g2_i1.fna	3	1	2	2	1	1	1	2	1	3	1	2	2	1	1	
4221_TR13514-c0_g1_i1.fna	1	2	1	2	1	2	2	2	2	1	1	2	1	1	1	
4222_TR17056-c0_g1_i1.fna	2	1	1	3	3	2	3	1	3	7	3	3	5	1	1	
4223_TR17619-c0_g2_i1.fna	1	1	1	1	1	3	1	3	2	4	2	2	2	2	2	
4226_TR20803-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	
4227_TR21152-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	4	1	1	2	1	1	
4228_TR25429-c0_g1_i1.fna	1	2	1	3	1	1	3	2	2	1	1	4	5	2	2	
4230_TR27051-c0_g1_i1.fna	1	1	2	1	2	1	1	0	2	1	3	3	1	1	2	
4232_TR32181-c0_g1_i1.fna	1	3	2	1	1	2	1	1	1	1	1	1	1	2	2	
4233_TR33381-c0_g2_i1.fna	2	2	2	2	2	1	1	1	2	5	1	2	2	2	2	
4234_TR35470-c0_g1_i1.fna	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	
4235_TR35936-c0_g1_i1.fna	1	2	2	1	2	1	2	2	2	5	1	3	2	2	3	
4236_TR1877-c0_g1_i1.fna	1	3	1	2	1	1	1	2	1	5	3	3	1	2	2	
4237_TR3339-c0_g2_i2.fna	1	1	1	2	1	2	1	2	1	2	1	3	1	1	1	
4239_TR7678-c0_g1_i1.fna	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	
4240_TR9863-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	
4241_TR14626-c0_g1_i1.fna	2	1	3	1	1	2	1	1	1	2	2	1	2	2	4	
4242_TR14833-c0_g2_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4244_TR15657-c0_g2_i1.fna	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	
4248_TR19886-c0_g2_i1.fna	2	2	2	1	1	2	2	1	2	3	2	2	2	1	2	
4249_TR21095-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	
4250_TR21921-c0_g1_i2.fna	2	1	2	2	1	2	1	3	2	7	1	3	10	2	5	
4251_TR22629-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	
4254_TR30220-c0_g1_i1.fna	2	1	1	1	1	1	1	1	1	2	1	2	3	2	1	
4255_TR30814-c0_g1_i1.fna	2	2	1	2	2	2	2	1	1	2	2	2	1	2	1	
4256_TR31161-c1_g1_i2.fna	1	1	1	1	1	2	1	2	1	5	1	1	2	1	1	
4257_TR31632-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4261_TR11829-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	
4262_TR12296-c0_g1_i1.fna	2	1	1	1	1	1	1	1	1	1	1	0	4	1	3	
4263_TR13757-c0_g1_i1.fna	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	
4264_TR13827-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
4265_TR15220-c0_g1_i1.fna	3	1	1	2	2	1	2	1	1	1	2	2	3	1	2	
4266_TR16197-c0_g1_i1.fna	1	1	2	1	1	2	2	2	2	2	1	2	2	3	3	
4269_TR16921-c0_g1_i1.fna	1	1	2	1	2	1	2	1	2	2	1	2	2	1	1	
4270_TR17253-c0_g1_i1.fna	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	
4271_TR21898-c0_g1_i1.fna	1	1	2	1	1	3	1	2	1	1	1	2	2	1	1	
4272_TR25833-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4273_TR26366-c0_g1_i1.fna	2	1	1	1	1	3	1	2	1	4	1	1	3	2	1	
4274_TR28200-c0_g1_i1.fna	1	2	1	1	2	1	1	2	1	3	2	1	2	1	1	
4275_TR28889-c0_g1_i1.fna	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	
4276_TR31889-c0_g1_i1.fna	2	2	3	2	1	4	2	1	2	3	2	1	1	5	3	
4277_TR32587-c1_g3_i2.fna	2	2	4	3	2	2	2	2	1	2	2	3	1	2	2	
4279_TR33670-c0_g1_i1.fna	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	
4280_TR35574-c0_g1_i1.fna	1	2	2	2	2	2	5	2	3	4	2	1	3	2	1	
4283_TR6227-c0_g2_i2.fna	4	1	2	1	3	1	3	3	2	2	2	1	2	2	1	
4284_TR9013-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	
4285_TR11131-c0_g1_i1.fna	1	2	1	1	1	2	1	1	1	1	1	2	1	2	3	
4286_TR15201-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	4	1	1	1	2	2	
4287_TR20292-c0_g1_i1.fna	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
4288_TR31341-c0_g1_i1.fna	2	1	1	1	1	1	1	2	1	3	2	1	2	1	1	
4289_TR33292-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	
4290_TR10870-c0_g2_i1.fna	7	2	3	2	3	2	2	5	4	5	2	4	3	2	2	
4292_TR11675-c0_g1_i1.fna	1	2	2	2	3	1	1	3	2	2	2	4	2	1	2	
4293_TR12522-c0_g1_i1.fna	1	1	2	4	1	2	2	1	2	2	1	1	2	3	1	
4296_TR16306-c0_g1_i1.fna	1	2	2	1	1	1	1	1	2	2	2	2	2	1	2	
4298_TR23965-c0_g3_i1.fna	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	
4299_TR24913-c1_g1_i1.fna	4	1	3	4	1	1	1	3	1	1	3	3	2	4	3	
4300_TR26232-c0_g1_i1.fna	1	2	2	2	1	2	1	2	2	1	2	3	1	3	2	
4301_TR27158-c0_g1_i1.fna	1	2	2	4	3	4	2	2	1	1	3	1	2	2	2	
4302_TR28184-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	
4303_TR28934-c5_g1_i1.fna	2	2	3	2	2	1	4	3	2	5	2	3	4	1	2	
4304_TR30309-c0_g2_i2.fna	2	2	2	2	2	2	4	3	2	2	2	3	2	1	1	
4305_TR31596-c0_g1_i1.fna	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	
4306_TR33118-c0_g1_i1.fna	1	1	1	2	2	1	2	2	1	4	1	4	2	1	2	
4307_TR18651-c0_g2_i1.fna	2	1	3	3	2	2	2	3	2	2	2	2	2	2	3	
4308_TR4457-c0_g1_i1.fna	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
4310_TR6644-c0_g1_i1.fna	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	
4313_TR11225-c1_g1_i2.fna	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	
4314_TR16289-c0_g1_i1.fna	1	1	1	2	2	1	1	0	2	1	3	3	1	1	1	
4316_TR19342-c0_g1_i1.fna	2	2	1	3	2	2	1	1	1	2	1	2	2	2	2	
4320_TR20435-c0_g1_i2.fna	2	1	2	1	1	2	1	2	2	3	1	1	1	1	1	
4325_TR27186-c0_g1_i1.fna	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	
4326_TR27336-c1_g1_i2.fna	2	1	1	2	2	1	1	1	2	1	1	3	4	1	1	
4328_TR35446-c0_g1_i1.fna	2	1	1	1	2	1	1	2	2	2	1	3	2	1	1	
4329_TR36360-c0_g1_i1.fna	2	2	4	4	3	3	3	4	2	4	2	5	5	2	3	
4333_TR9338-c0_g1_i1.fna	2	1	1	2	1	1	1	2	1	2	2	2	1	1	2	
4335_TR14553-c0_g2_i1.fna	1	2	1	3	2	2	2	3	4	2	1	3	2	3	1	
4337_TR16508-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	
4342_TR24192-c1_g1_i1.fna	1	1	1	1	1	3	1	2	1	3	2	1	2	2	1	
4345_TR34070-c0_g2_i1.fna	2	2	3	2	3	2	2	1	2	10	3	2	1	2	3	
4347_TR1760-c0_g1_i1.fna	2	1	2	1	1	1	2	1	1	0	3	2	1	1	2	
4349_TR6540-c0_g1_i1.fna	2	1	1	1	2	1	1	1	1	4	1	2	4	1	1	
4350_TR7978-c0_g1_i1.fna	2	1	1	2	1	1	1	2	1	2	2	2	1	1	2	
4351_TR8122-c0_g1_i1.fna	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	
4352_TR9411-c0_g3_i1.fna	3	3	0	1	2	0	2	0	0	4	0	3	2	2	1	
4353_TR10323-c0_g1_i1.fna	4	3	1	1	1	3	2	1	1	6	1	3	8	1	2	
4354_TR16590-c1_g1_i1.fna	1	2	2	1	1	2	1	1	1	1	2	3	1	3	3	
4356_TR24671-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	
4357_TR26653-c0_g1_i1.fna	1	1	3	1	1	2	1	1	1	1	1	0	0	1	1	
4358_TR30275-c0_g2_i1.fna	2	1	1	1	1	3	3	2	2	1	2	3	3	3	3	
4360_TR30985-c0_g3_i1.fna	2	1	2	1	1	1	1	5	2	2	2	1	1	2	2	
4362_TR33925-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	
4364_TR35870-c0_g2_i1.fna	2	1	2	1	1	3	1	1	3	1	1	1	4	2	2	
4365_TR1693-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4366_TR4153-c0_g2_i1.fna	2	1	1	1	1	1	1	1	1	2	1	3	1	1	3	
4367_TR4275-c0_g1_i1.fna	1	2	1	2	1	1	2	2	1	5	1	2	3	1	1	
4368_TR4607-c0_g1_i1.fna	2	1	2	1	2	1	1	1	1	2	4	6	4	4	3	
4369_TR7614-c0_g1_i1.fna	2	0	5	2	5	0	4	1	0	1	2	4	2	0	2	
4370_TR7641-c0_g1_i1.fna	1	2	1	1	1	1	3	1	2	4	2	2	1	1	1	
4371_TR8316-c0_g2_i1.fna	1	3	1	1	2	2	1	2	2	5	1	3	1	1	1	
4372_TR9439-c0_g1_i20.fna	13	3	4	5	6	2	9	7	9	12	4	8	10	3	4	
4373_TR13645-c1_g1_i1.fna	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	
4374_TR15014-c0_g2_i1.fna	2	2	2	2	1	1	1	3	2	4	2	1	2	3	3	
4375_TR19092-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	
4376_TR21721-c0_g2_i1.fna	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	
4377_TR26549-c0_g1_i1.fna	3	2	3	2	2	2	4	4	4	5	2	6	9	3	1	
4378_TR27557-c0_g1_i1.fna	1	2	2	2	1	1	2	1	2	3	1	2	2	2	3	
4379_TR32239-c0_g1_i1.fna	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	
4382_TR33421-c0_g1_i1.fna	1	1	2	1	1	3	1	1	1	1	3	2	1	1	3	
4383_TR35424-c1_g1_i1.fna	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	
4384_TR1234-c0_g1_i1.fna	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	
4385_TR4310-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	
4386_TR5398-c0_g1_i1.fna	1	1	1	2	2	3	1	2	2	1	1	1	1	2	2	
4387_TR5463-c0_g1_i1.fna	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	
4388_TR6629-c0_g2_i2.fna	2	1	0	1	2	1	0	1	0	3	0	2	2	0	3	
4389_TR8765-c0_g1_i1.fna	1	1	2	1	1	3	2	1	2	3	1	3	2	1	1	
4390_TR9077-c0_g1_i1.fna	2	3	2	2	2	2	2	3	2	2	2	3	3	2	2	
4391_TR9976-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	
4392_TR10166-c0_g2_i1.fna	1	1	1	2	2	2	2	2	1	5	1	3	4	2	2	
4395_TR14011-c0_g1_i1.fna	1	2	2	1	1	1	1	1	1	4	1	3	3	2	2	
4396_TR14270-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4398_TR14823-c0_g1_i1.fna	1	2	1	1	2	1	1	0	2	1	2	1	2	2	2	
4400_TR17037-c0_g2_i1.fna	2	1	3	2	2	3	3	3	2	5	4	2	3	3	2	
4401_TR18358-c0_g1_i1.fna	1	1	2	1	1	2	1	2	1	3	1	1	1	1	2	
4403_TR21549-c0_g1_i2.fna	3	1	1	4	2	1	2	2	2	3	2	4	3	2	1	
4404_TR22858-c0_g1_i1.fna	1	2	4	2	1	4	2	1	1	3	1	2	1	4	2	
4406_TR25272-c0_g1_i1.fna	2	1	1	1	1	1	1	1	3	4	2	1	2	1	1	
4407_TR26586-c0_g1_i1.fna	3	2	1	1	2	3	2	2	1	3	4	3	2	2	2	
4408_TR27987-c0_g1_i1.fna	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	
4409_TR31355-c1_g1_i1.fna	2	1	3	4	2	3	2	3	4	2	3	5	2	2	3	
4410_TR32388-c0_g1_i1.fna	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	
4411_TR33184-c0_g1_i1.fna	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	
4412_TR33401-c0_g1_i1.fna	1	1	0	1	1	2	1	1	1	2	2	1	2	1	1	
4414_TR3935-c0_g1_i1.fna	1	1	1	3	2	2	3	0	1	2	2	1	1	2	1	
4415_TR5783-c0_g1_i1.fna	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	
4417_TR8480-c0_g2_i2.fna	2	2	1	0	3	1	0	0	1	0	1	5	3	1	2	
4418_TR9388-c0_g2_i1.fna	1	2	1	1	1	1	1	2	1	6	1	1	1	2	2	
4419_TR14191-c0_g3_i1.fna	2	3	1	2	3	2	1	2	1	4	1	5	2	1	2	
4420_TR15601-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	
4424_TR21009-c0_g1_i1.fna	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	
4426_TR23137-c0_g1_i1.fna	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	
4427_TR26310-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	
4429_TR28523-c0_g1_i1.fna	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	
4430_TR28770-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	
4431_TR29764-c0_g1_i1.fna	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	
4432_TR33401-c0_g2_i1.fna	2	2	2	2	2	2	3	2	2	2	2	4	4	2	2	
4433_TR34181-c1_g1_i1.fna	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	
4434_TR4666-c0_g1_i1.fna	1	2	1	1	1	1	1	2	1	2	1	2	2	3	1	
4435_TR8443-c0_g4_i3.fna	1	3	2	3	1	2	2	2	3	2	2	5	1	2	2	
4437_TR11273-c1_g1_i1.fna	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	
4438_TR12508-c0_g1_i1.fna	1	3	2	2	2	2	1	3	1	2	1	3	2	2	3	
4440_TR16079-c0_g1_i1.fna	2	2	2	0	2	1	3	2	1	2	1	1	2	0	2	
4441_TR16079-c0_g1_i2.fna	2	2	0	1	2	1	3	2	0	2	0	0	1	1	1	
4444_TR21552-c0_g2_i1.fna	3	1	1	1	1	2	1	2	2	1	2	2	1	2	3	
4445_TR24687-c0_g1_i1.fna	1	2	1	2	1	1	3	3	1	1	3	1	3	2	1	
4447_TR27972-c0_g1_i1.fna	1	1	1	1	2	2	1	1	1	3	1	2	2	1	1	
4450_TR33843-c0_g1_i1.fna	1	2	2	1	1	2	1	1	1	0	1	3	2	1	2	
4453_TR7114-c0_g1_i1.fna	1	2	1	1	2	1	1	1	2	1	1	3	3	1	2	
4454_TR11225-c1_g2_i1.fna	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	
4455_TR13027-c1_g1_i1.fna	1	1	1	1	2	2	2	2	3	3	1	0	1	1	4	
4456_TR14215-c0_g1_i1.fna	1	2	1	3	3	3	2	3	2	1	2	5	5	3	3	
4458_TR16129-c0_g1_i1.fna	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	
4459_TR19942-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
4463_TR32294-c0_g1_i1.fna	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
4464_TR33489-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
4467_TR36150-c0_g1_i1.fna	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	
4468_TR5666-c0_g2_i1.fna	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
4470_TR12705-c0_g1_i1.fna	1	1	2	1	1	2	2	1	1	3	3	1	2	2	2	
4471_TR12883-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
4473_TR13334-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	
4474_TR21301-c0_g1_i1.fna	1	2	1	1	1	2	1	2	1	1	2	4	2	1	1	
4476_TR22699-c0_g1_i1.fna	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	
4477_TR27032-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	
4478_TR29307-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	
4479_TR31055-c0_g1_i1.fna	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	
4480_TR31911-c0_g2_i1.fna	1	1	2	2	1	1	2	3	1	2	2	1	2	1	1	
4481_TR34120-c0_g1_i1.fna	1	1	1	1	2	2	2	1	2	2	2	3	3	1	2	
4482_TR34963-c0_g1_i1.fna	2	2	2	2	1	1	2	1	2	2	3	1	3	2	2	
4483_TR36001-c0_g1_i1.fna	3	2	4	2	3	3	6	3	5	5	4	6	1	4	3	
4484_TR1255-c0_g1_i1.fna	3	1	2	2	1	2	1	2	2	1	2	2	2	1	1	
4491_TR1436-c0_g1_i1.fna	1	1	1	1	2	1	1	2	1	4	2	2	2	1	1	
4493_TR11236-c0_g2_i1.fna	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	
4494_TR11818-c0_g1_i1.fna	5	4	2	9	4	5	2	3	4	0	6	10	8	9	3	
4497_TR15098-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	
4499_TR18315-c0_g1_i1.fna	1	0	1	1	3	3	3	0	1	1	1	2	0	2	1	
4500_TR18810-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	
4502_TR30993-c2_g1_i2.fna	3	2	1	1	1	1	1	2	1	4	2	3	2	2	2	
4504_TR34104-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	
4505_TR2955-c0_g1_i1.fna	2	1	2	1	1	2	1	1	1	2	1	2	1	1	3	
4506_TR4380-c0_g2_i1.fna	2	1	1	0	1	1	0	0	1	1	1	1	1	3	1	
4507_TR5044-c0_g3_i1.fna	1	2	2	1	1	3	1	2	2	2	4	1	4	2	1	
4508_TR6050-c0_g2_i1.fna	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	
4509_TR8986-c0_g1_i4.fna	2	1	2	1	3	2	3	2	2	1	2	4	3	5	2	
4510_TR10527-c0_g1_i1.fna	2	2	5	2	2	1	2	2	2	5	3	4	5	2	2	
4512_TR26494-c0_g1_i1.fna	1	2	1	1	1	2	1	1	1	3	1	2	1	1	1	
4513_TR27387-c0_g1_i2.fna	3	1	3	2	3	2	2	2	2	3	1	1	2	1	2	
4514_TR27778-c0_g1_i1.fna	1	2	2	1	1	1	1	1	2	3	1	1	3	1	3	
4515_TR28052-c0_g1_i2.fna	2	1	2	1	2	2	2	1	1	3	2	1	1	1	2	
4516_TR28130-c0_g1_i1.fna	1	2	2	2	2	1	2	1	1	4	2	2	2	2	2	
4517_TR29334-c1_g1_i2.fna	2	2	2	2	2	2	2	2	2	3	3	1	3	3	1	
4518_TR32809-c0_g1_i1.fna	1	1	1	3	1	2	1	1	1	1	2	1	1	2	2	
4519_TR34470-c0_g1_i1.fna	1	1	2	2	2	2	1	1	1	6	1	1	1	2	2	
4520_TR45-c0_g1_i2.fna	1	1	1	1	1	1	1	1	1	2	1	0	0	1	1	
4521_TR2588-c0_g1_i1.fna	1	2	1	2	1	2	0	3	1	0	2	1	8	2	1	
4523_TR10156-c0_g2_i1.fna	1	1	1	1	1	2	2	3	1	1	1	1	2	3	1	
4524_TR11809-c0_g1_i2.fna	3	2	1	3	2	2	3	3	2	4	5	3	2	2	3	
4526_TR17633-c0_g1_i1.fna	1	0	0	1	1	0	1	3	1	3	1	1	0	2	2	
4527_TR22984-c0_g1_i1.fna	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	
4529_TR27394-c0_g3_i1.fna	1	1	3	1	2	1	3	2	2	1	2	1	2	2	2	
4530_TR29316-c0_g1_i1.fna	1	3	1	2	1	2	2	2	1	1	2	3	1	2	1	
