# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/SBCC073_pangenes_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f SBCC073_accessory.fna

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 6304
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 813 Pfams set2 = 3863 Pfams


# created FASTA file: SBCC073_accessory.fna

# sequences=6304 mean length=400.3 , seqs/cluster=1.14

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=1898 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF00939	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Sodium:sulfate symporter transmembrane region
PF00940	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	DNA-dependent RNA polymerase
PF00944	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Alphavirus core protein
PF00953	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Glycosyl transferase family 4
PF00956	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Nucleosome assembly protein (NAP)
PF00957	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Synaptobrevin
PF00958	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GMP synthase C terminal domain
PF00962	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Adenosine/AMP deaminase
PF00970	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Oxidoreductase FAD-binding domain
PF00977	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Histidine biosynthesis protein
PF00984	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF00986	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA gyrase B subunit, carboxyl terminus
PF00988	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Carbamoyl-phosphate synthase small chain, CPSase domain
PF00989	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	PAS fold
PF00992	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Troponin
PF00994	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Probable molybdopterin binding domain
PF00995	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Sec1 family
PF01000	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	RNA polymerase Rpb3/RpoA insert domain
PF01008	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Initiation factor 2 subunit family
PF01010	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
PF01011	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PQQ enzyme repeat
PF01012	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Electron transfer flavoprotein domain
PF01014	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uricase
PF01016	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal L27 protein
PF01019	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Gamma-glutamyltranspeptidase
PF01025	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	GrpE
PF01027	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Inhibitor of apoptosis-promoting Bax1
PF01028	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Eukaryotic DNA topoisomerase I, catalytic core
PF01029	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	NusB family
PF01031	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Dynamin central region
PF01039	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Carboxyl transferase domain
PF01040	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	UbiA prenyltransferase family
PF01042	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Endoribonuclease L-PSP
PF01043	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SecA preprotein cross-linking domain
PF01048	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphorylase superfamily
PF01051	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Initiator Replication protein
PF01062	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Bestrophin, RFP-TM, chloride channel
PF01063	0	9	0.000e+00	4.602e-04	1.000e+00	1.000e+00	Amino-transferase class IV
PF01066	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	CDP-alcohol phosphatidyltransferase
PF01067	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Calpain large subunit, domain III
PF01068	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	ATP dependent DNA ligase domain
PF01071	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF01073	0	9	0.000e+00	4.602e-04	1.000e+00	1.000e+00	3-beta hydroxysteroid dehydrogenase/isomerase family
PF01077	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Nitrite and sulphite reductase 4Fe-4S domain
PF01078	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Magnesium chelatase, subunit ChlI
PF01080	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Presenilin
PF01081	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	KDPG and KHG aldolase
PF01086	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Clathrin light chain
PF01088	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Ubiquitin carboxyl-terminal hydrolase, family 1
PF01090	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein S19e
PF01092	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ribosomal protein S6e
PF01103	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Omp85 superfamily domain
PF01106	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	NifU-like domain
PF01113	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Dihydrodipicolinate reductase, N-terminus
PF01115	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	F-actin capping protein, beta subunit
PF01116	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Fructose-bisphosphate aldolase class-II
PF01118	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Semialdehyde dehydrogenase, NAD binding domain
PF01119	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	DNA mismatch repair protein, C-terminal domain
PF01120	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Alpha-L-fucosidase
PF01121	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Dephospho-CoA kinase
PF01124	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MAPEG family
PF01125	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	G10 protein
PF01126	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Heme oxygenase
PF01128	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF01131	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	DNA topoisomerase
PF01132	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Elongation factor P (EF-P) OB domain
PF01133	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Enhancer of rudimentary
PF01134	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Glucose inhibited division protein A
PF01135	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF01137	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNA 3'-terminal phosphate cyclase
PF01149	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Formamidopyrimidine-DNA glycosylase N-terminal domain
PF01150	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	GDA1/CD39 (nucleoside phosphatase) family
PF01151	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	GNS1/SUR4 family
PF01152	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Bacterial-like globin
PF01156	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Inosine-uridine preferring nucleoside hydrolase
PF01157	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein L21e
PF01163	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RIO1 family
PF01165	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein S21
PF01168	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Alanine racemase, N-terminal domain
PF01169	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Uncharacterized protein family UPF0016
PF01170	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Putative RNA methylase family UPF0020
PF01172	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Shwachman-Bodian-Diamond syndrome (SBDS) protein
PF01174	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	SNO glutamine amidotransferase family
PF01176	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Translation initiation factor 1A / IF-1
PF01179	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Copper amine oxidase, enzyme domain
PF01182	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF01187	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Macrophage migration inhibitory factor (MIF)
PF01189	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	16S rRNA methyltransferase RsmB/F
PF01190	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Pollen protein Ole e 1 like
PF01191	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RNA polymerase Rpb5, C-terminal domain
PF01192	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNA polymerase Rpb6
PF01193	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNA polymerase Rpb3/Rpb11 dimerisation domain
PF01195	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Peptidyl-tRNA hydrolase
PF01197	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein L31
PF01198	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Ribosomal protein L31e
PF01200	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein S28e
PF01201	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ribosomal protein S8e
PF01202	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Shikimate kinase
PF01204	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Trehalase
PF01205	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uncharacterized protein family UPF0029
PF01207	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Dihydrouridine synthase (Dus)
PF01208	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Uroporphyrinogen decarboxylase (URO-D)
PF01209	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	ubiE/COQ5 methyltransferase family
PF01210	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
PF01212	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Beta-eliminating lyase
PF01214	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Casein kinase II regulatory subunit
PF01215	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Cytochrome c oxidase subunit Vb
PF01217	0	14	0.000e+00	7.158e-04	1.000e+00	1.000e+00	Clathrin adaptor complex small chain
PF01218	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Coproporphyrinogen III oxidase
PF01221	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Dynein light chain type 1
PF01222	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ergosterol biosynthesis ERG4/ERG24 family
PF01227	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GTP cyclohydrolase I
PF01230	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	HIT domain
PF01233	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain
PF01238	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Phosphomannose isomerase type I
PF01239	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Protein prenyltransferase alpha subunit repeat
PF01241	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Photosystem I psaG / psaK
PF01242	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	6-pyruvoyl tetrahydropterin synthase
PF01243	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pyridoxamine 5'-phosphate oxidase
PF01245	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein L19
PF01246	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ribosomal protein L24e
PF01247	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein L35Ae
PF01248	0	13	0.000e+00	6.647e-04	1.000e+00	1.000e+00	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
PF01249	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein S21e
PF01250	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein S6
PF01251	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein S7e
PF01255	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Putative undecaprenyl diphosphate synthase
PF01256	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Carbohydrate kinase
PF01257	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Thioredoxin-like [2Fe-2S] ferredoxin
PF01259	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SAICAR synthetase
PF01261	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Xylose isomerase-like TIM barrel
PF01263	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	Aldose 1-epimerase
PF01264	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Chorismate synthase
PF01266	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	FAD dependent oxidoreductase
PF01268	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Formate--tetrahydrofolate ligase
PF01269	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Fibrillarin
PF01273	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	LBP / BPI / CETP family, N-terminal domain
PF01280	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein L19e
PF01281	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ribosomal protein L9, N-terminal domain
PF01282	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ribosomal protein S24e
PF01283	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein S26e
PF01287	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold
PF01293	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Phosphoenolpyruvate carboxykinase
PF01294	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein L13e
PF01300	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Telomere recombination
PF01302	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CAP-Gly domain
PF01315	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
PF01321	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Creatinase/Prolidase N-terminal domain
PF01323	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DSBA-like thioredoxin domain
PF01326	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Pyruvate phosphate dikinase, AMP/ATP-binding domain
PF01327	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Polypeptide deformylase
PF01329	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pterin 4 alpha carbinolamine dehydratase
PF01331	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	mRNA capping enzyme, catalytic domain
PF01336	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	OB-fold nucleic acid binding domain
PF01342	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SAND domain
PF01343	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peptidase family S49
PF01351	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribonuclease HII
PF01357	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Expansin C-terminal domain
PF01363	0	13	0.000e+00	6.647e-04	1.000e+00	1.000e+00	FYVE zinc finger
PF01367	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	5'-3' exonuclease, C-terminal SAM fold
PF01369	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Sec7 domain
PF01370	0	32	0.000e+00	1.636e-03	1.000e+00	1.000e+00	NAD dependent epimerase/dehydratase family
PF01373	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Glycosyl hydrolase family 14
PF01379	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Porphobilinogen deaminase, dipyromethane cofactor binding domain
PF01384	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphate transporter family
PF01386	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal L25p family
PF01388	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	ARID/BRIGHT DNA binding domain
PF01393	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Chromo shadow domain
PF01394	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Clathrin propeller repeat
PF01396	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Topoisomerase DNA binding C4 zinc finger
PF01398	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
PF01399	0	21	0.000e+00	1.074e-03	1.000e+00	1.000e+00	PCI domain
PF01406	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	tRNA synthetases class I (C) catalytic domain
PF01408	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Oxidoreductase family, NAD-binding Rossmann fold
PF01409	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	tRNA synthetases class II core domain (F)
PF01411	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	tRNA synthetases class II (A)
PF01412	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	Putative GTPase activating protein for Arf
PF01416	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	tRNA pseudouridine synthase
PF01417	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	ENTH domain
PF01419	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Jacalin-like lectin domain
PF01422	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	NF-X1 type zinc finger
PF01424	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	R3H domain
PF01425	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	Amidase
PF01428	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	AN1-like Zinc finger
PF01432	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Peptidase family M3
PF01433	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Peptidase family M1 domain
PF01435	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Peptidase family M48
PF01436	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	NHL repeat
PF01450	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Acetohydroxy acid isomeroreductase, catalytic domain
PF01451	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Low molecular weight phosphotyrosine protein phosphatase
PF01457	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Leishmanolysin
PF01458	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	SUF system FeS cluster assembly, SufBD
PF01459	0	9	0.000e+00	4.602e-04	1.000e+00	1.000e+00	Eukaryotic porin
PF01465	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GRIP domain
PF01467	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Cytidylyltransferase-like
PF01470	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pyroglutamyl peptidase
PF01471	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Putative peptidoglycan binding domain
PF01472	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	PUA domain
PF01474	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Class-II DAHP synthetase family
PF01476	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	LysM domain
PF01480	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	PWI domain
PF01487	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Type I 3-dehydroquinase
PF01491	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Frataxin-like domain
PF01493	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	GXGXG motif
PF01494	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	FAD binding domain
PF01496	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	V-type ATPase 116kDa subunit family
PF01502	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphoribosyl-AMP cyclohydrolase
PF01503	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphoribosyl-ATP pyrophosphohydrolase
PF01507	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Phosphoadenosine phosphosulfate reductase family
PF01509	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TruB family pseudouridylate synthase (N terminal domain)
PF01512	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF01521	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Iron-sulphur cluster biosynthesis
PF01532	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Glycosyl hydrolase family 47
PF01536	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Adenosylmethionine decarboxylase
PF01544	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	CorA-like Mg2+ transporter protein
PF01546	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	Peptidase family M20/M25/M40
PF01549	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ShK domain-like
PF01553	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	Acyltransferase
PF01556	0	16	0.000e+00	8.181e-04	1.000e+00	1.000e+00	DnaJ C terminal domain
PF01557	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Fumarylacetoacetate (FAA) hydrolase family
PF01564	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Spermine/spermidine synthase domain
PF01565	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	FAD binding domain
PF01571	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Aminomethyltransferase folate-binding domain
PF01575	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MaoC like domain
PF01576	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Myosin tail
PF01578	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cytochrome C assembly protein
PF01583	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Adenylylsulphate kinase
PF01585	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	G-patch domain
PF01588	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Putative tRNA binding domain
PF01590	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	GAF domain
PF01591	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	6-phosphofructo-2-kinase
PF01594	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	AI-2E family transporter
PF01596	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	O-methyltransferase
PF01599	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein S27a
PF01603	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Protein phosphatase 2A regulatory B subunit (B56 family)
PF01619	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Proline dehydrogenase
PF01625	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Peptide methionine sulfoxide reductase
PF01627	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Hpt domain
PF01633	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Choline/ethanolamine kinase
PF01634	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ATP phosphoribosyltransferase
PF01636	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Phosphotransferase enzyme family
PF01641	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	SelR domain
PF01643	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Acyl-ACP thioesterase
PF01645	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Conserved region in glutamate synthase
PF01648	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	4'-phosphopantetheinyl transferase superfamily
PF01649	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein S20
PF01650	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Peptidase C13 family
PF01652	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Eukaryotic initiation factor 4E
PF01656	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	CobQ/CobB/MinD/ParA nucleotide binding domain
PF01661	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Macro domain
PF01663	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Type I phosphodiesterase / nucleotide pyrophosphatase
PF01676	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Metalloenzyme superfamily
PF01678	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Diaminopimelate epimerase
PF01679	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Proteolipid membrane potential modulator
PF01680	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	SOR/SNZ family
PF01687	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Riboflavin kinase
PF01693	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Caulimovirus viroplasmin
PF01694	0	16	0.000e+00	8.181e-04	1.000e+00	1.000e+00	Rhomboid family
PF01697	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Glycosyltransferase family 92
PF01699	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	Sodium/calcium exchanger protein
PF01702	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Queuine tRNA-ribosyltransferase
